Drug1,Drug2,Prob,SimilaritySource,Method
DB01129,C0030196,0.5606,HPO,BLM
DB00349,C0029456,0.5606,HPO,BLM
DB00836,C0020621,0.5606,HPO,BLM
DB00995,C0020651,0.5606,HPO,BLM
DB04485,C0020621,0.5605,HPO,BLM
DB06215,C0020456,0.5605,HPO,BLM
DB00252,C0003855,0.5605,HPO,BLM
DB00630,C0085605,0.5605,HPO,BLM
DB00315,C0007177,0.5605,UMLS,BLM
DB01273,C0015402,0.5605,HPO,BLM
DB01222,C0040264,0.5605,HPO,BLM
DB00795,C0014457,0.5605,HPO,BLM
DB00396,C0032285,0.5604,HPO,BLM
DB00216,C0009492,0.5604,UMLS,BLM
DB01609,C0151827,0.5604,HPO,BLM
DB00507,C0542571,0.5604,HPO,BLM
DB06213,C0235431,0.5604,UMLS,BLM
DB00804,C0030196,0.5604,HPO,BLM
DB00580,C0030920,0.5604,HPO,BLM
DB00204,C0026821,0.5604,HPO,BLM
DB00481,C0015397,0.5604,HPO,BLM
DB00331,C0030312,0.5604,HPO,BLM
DB06210,C0013428,0.5604,HPO,BLM
DB00644,C0020651,0.5604,HPO,BLM
DB06698,C0151786,0.5604,HPO,BLM
DB00572,C0242350,0.5603,HPO,BLM
DB00268,C0017565,0.5603,UMLS,BLM
DB00331,C0020651,0.5603,HPO,BLM
DB00209,C0014457,0.5603,HPO,BLM
DB06663,C0043094,0.5603,HPO,BLM
DB00572,C0026821,0.5603,HPO,BLM
DB00552,C0009938,0.5602,UMLS,BLM
DB00399,C0020456,0.5602,HPO,BLM
DB00843,C0019065,0.5602,UMLS,BLM
DB00833,C0043094,0.5602,HPO,BLM
DB00491,C0011175,0.5602,HPO,BLM
DB04485,C0014457,0.5602,HPO,BLM
DB04854,C0043094,0.5602,HPO,BLM
DB01083,C0012569,0.5602,HPO,BLM
DB01129,C0030305,0.5602,HPO,BLM
DB01117,C0151786,0.5602,HPO,BLM
DB00996,C0162119,0.5602,HPO,BLM
DB00252,C0426747,0.5602,UMLS,BLM
DB00709,C0013384,0.5601,HPO,BLM
DB00633,C0020580,0.5601,HPO,BLM
DB06698,C0020615,0.5601,HPO,BLM
DB01220,C0017152,0.5601,HPO,BLM
DB00641,C0033975,0.5601,HPO,BLM
DB00806,C0020621,0.56,HPO,BLM
DB00315,C0005695,0.56,UMLS,BLM
DB00399,C0085129,0.56,UMLS,BLM
DB00630,C0040264,0.56,HPO,BLM
DB01250,C0030196,0.56,HPO,BLM
DB00572,C0700590,0.56,HPO,BLM
DB00709,C0032285,0.56,HPO,BLM
DB00419,C0043094,0.56,HPO,BLM
DB01240,C0006277,0.56,HPO,BLM
DB01609,C0042023,0.56,HPO,BLM
DB00962,C0028734,0.5599,HPO,BLM
DB06215,C0040264,0.5599,HPO,BLM
DB08873,C0019158,0.5599,HPO,BLM
DB00619,C0239783,0.5599,UMLS,BLM
DB00338,C0005695,0.5598,UMLS,BLM
DB00836,C0267797,0.5598,HPO,BLM
DB00396,C0006277,0.5598,HPO,BLM
DB04485,C0011849,0.5598,HPO,BLM
DB01072,C0006277,0.5598,HPO,BLM
DB00747,C0012569,0.5598,HPO,BLM
DB00734,C0426747,0.5598,UMLS,BLM
DB00747,C0235431,0.5598,UMLS,BLM
DB06414,C0700590,0.5598,HPO,BLM
DB06809,C0042024,0.5597,HPO,BLM
DB00969,C0020625,0.5597,HPO,BLM
DB01073,C0020580,0.5597,HPO,BLM
DB01232,C0030196,0.5597,HPO,BLM
DB00864,C2830004,0.5597,HPO,BLM
DB01242,C0030794,0.5597,UMLS,BLM
DB00334,C0007177,0.5597,UMLS,BLM
DB12403,C0020651,0.5597,HPO,BLM
DB00996,C0000727,0.5597,UMLS,GIP
DB01046,C0020651,0.5596,HPO,BLM
DB00630,C0700590,0.5596,HPO,BLM
DB00624,C0917798,0.5596,HPO,BLM
DB00396,C0020456,0.5596,HPO,BLM
DB00836,C0020456,0.5596,UMLS,BLM
DB00877,C0003123,0.5596,HPO,BLM
DB00734,C0015402,0.5596,UMLS,BLM
DB00459,C0009938,0.5596,UMLS,BLM
DB00709,C0001824,0.5595,HPO,BLM
DB00230,C0576995,0.5595,UMLS,BLM
DB00315,C0239293,0.5595,UMLS,BLM
DB00569,C0040264,0.5595,HPO,BLM
DB01189,C0020580,0.5595,HPO,BLM
DB01609,C0040264,0.5595,HPO,BLM
DB00969,C0020621,0.5595,HPO,BLM
DB00175,C0003123,0.5594,HPO,BLM
DB00273,C0239293,0.5594,UMLS,BLM
DB00811,C0278061,0.5594,UMLS,BLM
DB00130,C0020651,0.5594,HPO,BLM
DB00633,C0040264,0.5594,HPO,BLM
DB01014,C0020625,0.5594,HPO,BLM
DB00597,C0917801,0.5594,HPO,LapRLS
DB00804,C0521839,0.5593,UMLS,GIP
DB00580,C0043094,0.5593,HPO,BLM
DB00806,C0013384,0.5593,HPO,BLM
DB00564,C0702166,0.5593,HPO,BLM
DB00323,C0151699,0.5593,HPO,BLM
DB00560,C0151786,0.5593,UMLS,BLM
DB00313,C0042109,0.5592,HPO,LapRLS
DB00323,C0003855,0.5592,UMLS,BLM
DB01220,C0043094,0.5592,HPO,BLM
DB00491,C0001824,0.5592,HPO,BLM
DB00692,C0542571,0.5592,HPO,BLM
DB00928,C0003864,0.5592,HPO,BLM
DB00224,C0020625,0.5592,HPO,BLM
DB00811,C0019065,0.5592,UMLS,BLM
DB00853,C0009492,0.5591,UMLS,BLM
DB01213,C0476273,0.5591,HPO,LapRLS
DB00877,C0344232,0.5591,HPO,BLM
DB06769,C0026821,0.5591,HPO,BLM
DB00419,C0542571,0.5591,HPO,BLM
DB00360,C0151786,0.5591,HPO,BLM
DB00746,C0020456,0.5591,HPO,BLM
DB00602,C0042023,0.5591,HPO,BLM
DB06809,C0014457,0.5591,HPO,BLM
DB00932,C0020621,0.5591,HPO,BLM
DB00184,C0030305,0.5589999999999999,HPO,BLM
DB00035,C0020456,0.5589999999999999,HPO,BLM
DB00932,C0042023,0.5589999999999999,HPO,BLM
DB00906,C0003855,0.5589999999999999,HPO,BLM
DB00554,C0003864,0.5589999999999999,HPO,BLM
DB04485,C0011175,0.5589999999999999,HPO,BLM
DB01218,C0042023,0.5589999999999999,HPO,BLM
DB01030,C0006277,0.5589999999999999,HPO,BLM
DB00864,C0271412,0.5589999999999999,UMLS,BLM
DB00370,C0016204,0.5589999999999999,UMLS,BLM
DB00640,C0007177,0.5589999999999999,UMLS,BLM
DB00996,C0019065,0.5589999999999999,UMLS,BLM
DB00658,C0042023,0.5589,HPO,BLM
DB00572,C0020625,0.5589,HPO,BLM
DB09065,C0020621,0.5589,HPO,BLM
DB01129,C0020580,0.5589,HPO,BLM
DB00932,C0015397,0.5589,HPO,BLM
DB01046,C0013595,0.5589,HPO,BLM
DB00489,C0013428,0.5589,HPO,BLM
DB01059,C0042023,0.5589,UMLS,BLM
DB00014,C0019065,0.5589,UMLS,BLM
DB00747,C0011175,0.5589,UMLS,BLM
DB00884,C3665347,0.5588,HPO,BLM
DB00978,C0043094,0.5588,HPO,BLM
DB01008,C0242350,0.5588,HPO,BLM
DB00804,C0085136,0.5588,HPO,BLM
DB00836,C0004238,0.5588,HPO,BLM
DB00320,C0030305,0.5588,HPO,BLM
DB00853,C0003864,0.5588,HPO,BLM
DB04835,C0151786,0.5588,HPO,BLM
DB01046,C0008370,0.5587,HPO,BLM
DB06769,C0030196,0.5587,HPO,BLM
DB00349,C0085605,0.5587,HPO,BLM
DB01224,C0019158,0.5587,HPO,BLM
DB01232,C0043094,0.5587,HPO,BLM
DB00555,C0151699,0.5587,UMLS,BLM
DB00476,C0003855,0.5587,HPO,BLM
DB00224,C0041834,0.5587,HPO,BLM
DB00230,C0018944,0.5587,UMLS,BLM
DB00491,C0014457,0.5586,HPO,BLM
DB01079,C0005779,0.5586,HPO,BLM
DB01264,C0040264,0.5586,HPO,BLM
DB00900,C0032285,0.5586,HPO,BLM
DB01263,C0043094,0.5586,HPO,BLM
DB00879,C0042023,0.5586,HPO,BLM
DB06809,C0040264,0.5586,HPO,BLM
DB01129,C0003864,0.5585,UMLS,BLM
DB01079,C0020580,0.5585,HPO,BLM
DB06809,C0033975,0.5585,HPO,BLM
DB00296,C0026821,0.5585,HPO,BLM
DB01008,C0026821,0.5585,HPO,BLM
DB00431,C0002962,0.5585,HPO,LapRLS
DB00307,C0005695,0.5584,UMLS,BLM
DB01220,C0019079,0.5584,UMLS,BLM
DB00843,C0576995,0.5584,UMLS,BLM
DB00580,C0013144,0.5584,HPO,BLM
DB00494,C0043094,0.5584,HPO,BLM
DB00806,C0014457,0.5584,HPO,BLM
DB06698,C0030312,0.5584,HPO,BLM
DB00969,C0037199,0.5584,HPO,BLM
DB01367,C0019065,0.5584,UMLS,BLM
DB04854,C0232461,0.5583,HPO,BLM
DB00495,C0020580,0.5583,HPO,BLM
DB06663,C0042023,0.5583,HPO,BLM
DB00709,C0040264,0.5583,HPO,BLM
DB00853,C0239783,0.5583,UMLS,BLM
DB00209,C0013384,0.5583,HPO,BLM
DB01222,C0014457,0.5583,HPO,BLM
DB00658,C0242350,0.5583,HPO,BLM
DB01046,C0017152,0.5582,HPO,BLM
DB02638,C0151908,0.5582,UMLS,BLM
DB13867,C0001824,0.5582,HPO,BLM
DB00323,C0003855,0.5582,HPO,BLM
DB00564,C0009492,0.5582,UMLS,BLM
DB06202,C0080274,0.5582,HPO,BLM
DB00882,C0003855,0.5582,HPO,BLM
DB00928,C3665347,0.5582,HPO,BLM
DB00630,C0006277,0.5581,HPO,BLM
DB00966,C0022346,0.5581,HPO,BLM
DB00555,C0009492,0.5581,UMLS,BLM
DB00296,C3665347,0.5581,HPO,BLM
DB04855,C0017152,0.5581,HPO,BLM
DB00580,C0162429,0.5581,HPO,BLM
DB00619,C0271412,0.5579999999999999,UMLS,BLM
DB00814,C0030305,0.5579999999999999,HPO,BLM
DB01129,C0006277,0.5579999999999999,HPO,BLM
DB01609,C0026821,0.5579999999999999,HPO,BLM
DB01080,C0019158,0.5579999999999999,HPO,BLM
DB00338,C0426747,0.5579999999999999,UMLS,BLM
DB01229,C0019079,0.5579999999999999,HPO,BLM
DB00928,C0001824,0.5579999999999999,HPO,BLM
DB00602,C0026821,0.5579999999999999,HPO,BLM
DB00836,C0011849,0.5579,HPO,BLM
DB01079,C3665386,0.5579,HPO,BLM
DB00836,C0162830,0.5579,UMLS,BLM
DB00489,C0026821,0.5579,HPO,BLM
DB01267,C0239783,0.5579,UMLS,BLM
DB04868,C0007177,0.5579,UMLS,BLM
DB00215,C3160769,0.5579,UMLS,BLM
DB05528,C0042023,0.5579,HPO,BLM
DB00555,C0015402,0.5579,UMLS,BLM
DB00876,C0542571,0.5578,HPO,BLM
DB01186,C0018801,0.5578,UMLS,BLM
DB01008,C0020580,0.5578,HPO,BLM
DB00316,C0085649,0.5578,HPO,LapRLS
DB00518,C0012569,0.5578,HPO,BLM
DB00349,C0042023,0.5578,HPO,BLM
DB00331,C0542571,0.5578,HPO,BLM
DB00958,C0012569,0.5578,HPO,BLM
DB00491,C0043094,0.5577,HPO,BLM
DB00916,C0030312,0.5577,HPO,BLM
DB01224,C0036572,0.5577,HPO,BLM
DB00996,C0027059,0.5577,HPO,BLM
DB09101,C0011175,0.5577,HPO,BLM
DB01024,C0030305,0.5577,HPO,BLM
DB00787,C0042023,0.5577,HPO,BLM
DB01254,C0001824,0.5577,HPO,BLM
DB01229,C0009492,0.5577,UMLS,BLM
DB01394,C0017675,0.5577,UMLS,BLM
DB00602,C0043094,0.5576,HPO,BLM
DB01104,C0018926,0.5576,UMLS,BLM
DB00843,C0239783,0.5576,UMLS,BLM
DB00224,C0040264,0.5575,HPO,BLM
DB00531,C0009492,0.5575,UMLS,BLM
DB01273,C0239783,0.5575,UMLS,BLM
DB01156,C0042514,0.5575,UMLS,BLM
DB00209,C0020651,0.5575,HPO,BLM
DB00252,C0018926,0.5575,HPO,BLM
DB00999,C0000731,0.5575,HPO,BLM
DB00441,C0003855,0.5575,HPO,BLM
DB00130,C0242350,0.5574,HPO,BLM
DB06698,C0037822,0.5574,HPO,BLM
DB01029,C0030305,0.5574,HPO,BLM
DB08893,C0004134,0.5574,HPO,BLM
DB01250,C0020580,0.5574,HPO,BLM
DB00619,C0239293,0.5574,UMLS,BLM
DB06809,C0542571,0.5574,HPO,BLM
DB01129,C0040264,0.5574,HPO,BLM
DB01072,C3665347,0.5573,HPO,BLM
DB00918,C0043094,0.5573,HPO,BLM
DB09065,C0020651,0.5573,HPO,BLM
DB01208,C0242350,0.5573,HPO,BLM
DB00349,C0030196,0.5573,HPO,BLM
DB00630,C0020651,0.5573,HPO,BLM
DB01162,C0014457,0.5573,HPO,BLM
DB00999,C0020651,0.5573,HPO,BLM
DB00989,C0576995,0.5573,UMLS,BLM
DB00277,C0151786,0.5573,HPO,BLM
DB00196,C0040264,0.5573,HPO,BLM
DB01250,C0040264,0.5573,HPO,BLM
DB00273,C0030794,0.5573,UMLS,BLM
DB06605,C0151699,0.5573,UMLS,BLM
DB00319,C0019079,0.5573,UMLS,BLM
DB01043,C0009938,0.5572,UMLS,BLM
DB00697,C0151705,0.5572,UMLS,BLM
DB06809,C0030312,0.5572,HPO,BLM
DB06698,C0020461,0.5572,HPO,BLM
DB00602,C0151786,0.5572,HPO,BLM
DB01320,C0003855,0.5572,HPO,BLM
DB00658,C0700590,0.5572,HPO,BLM
DB00572,C0011175,0.5571,HPO,BLM
DB00035,C0030920,0.5571,HPO,BLM
DB01268,C0042023,0.5571,HPO,BLM
DB00843,C0030794,0.557,UMLS,BLM
DB01280,C0020625,0.557,HPO,BLM
DB01264,C0030196,0.557,HPO,BLM
DB00722,C0239783,0.557,UMLS,BLM
DB01073,C0019064,0.557,UMLS,BLM
DB00619,C0015402,0.557,UMLS,BLM
DB01217,C0019064,0.557,UMLS,BLM
DB00489,C0235431,0.5569,UMLS,BLM
DB00740,C0019064,0.5569,UMLS,BLM
DB01156,C0019064,0.5569,UMLS,BLM
DB00343,C0019158,0.5569,HPO,BLM
DB00299,C0042023,0.5569,HPO,BLM
DB00757,C0002962,0.5569,HPO,BLM
DB00193,C0019064,0.5569,HPO,BLM
DB00586,C0010072,0.5569,UMLS,BLM
DB01104,C1510412,0.5568,UMLS,BLM
DB01610,C0001824,0.5568,HPO,BLM
DB00254,C0151786,0.5568,HPO,BLM
DB01195,C0002418,0.5568,HPO,BLM
DB04845,C0020625,0.5568,HPO,BLM
DB01232,C0042023,0.5568,HPO,BLM
DB00762,C0001824,0.5568,HPO,BLM
DB01250,C0085593,0.5568,UMLS,BLM
DB01200,C0030312,0.5568,UMLS,BLM
DB09101,C0542571,0.5567,HPO,BLM
DB00246,C0151699,0.5567,HPO,BLM
DB00997,C0040264,0.5567,HPO,BLM
DB00962,C0019065,0.5567,UMLS,BLM
DB01041,C0009938,0.5567,UMLS,BLM
DB01149,C0040264,0.5567,HPO,BLM
DB00323,C0151699,0.5566,UMLS,BLM
DB00776,C0019079,0.5566,UMLS,BLM
DB01008,C0042514,0.5566,UMLS,BLM
DB00997,C0019065,0.5566,UMLS,BLM
DB00969,C0020651,0.5566,HPO,BLM
DB01029,C0242350,0.5566,HPO,BLM
DB13868,C0030312,0.5566,HPO,BLM
DB00969,C0043094,0.5565,HPO,BLM
DB08893,C0020651,0.5565,HPO,BLM
DB00331,C0013144,0.5565,HPO,BLM
DB00349,C0022346,0.5565,HPO,BLM
DB00633,C0030196,0.5565,HPO,BLM
DB08864,C0542571,0.5565,HPO,BLM
DB09065,C0017152,0.5565,HPO,BLM
DB00299,C0030920,0.5565,HPO,BLM
DB00569,C0151786,0.5565,HPO,BLM
DB00315,C0003855,0.5565,HPO,BLM
DB00361,C0040264,0.5565,HPO,BLM
DB01242,C0042998,0.5565,UMLS,BLM
DB00675,C0001824,0.5565,UMLS,BLM
DB00459,C0267596,0.5565,UMLS,BLM
DB06769,C0013384,0.5564,HPO,BLM
DB01217,C0011849,0.5564,HPO,BLM
DB00804,C0022346,0.5564,HPO,BLM
DB00659,C0009938,0.5564,UMLS,BLM
DB00215,C0021400,0.5564,UMLS,BLM
DB00820,C0151786,0.5564,HPO,BLM
DB00709,C0020651,0.5564,HPO,BLM
DB06663,C0151786,0.5564,HPO,BLM
DB01083,C0015397,0.5564,HPO,BLM
DB00399,C0242350,0.5564,HPO,BLM
DB00252,C0019064,0.5563,HPO,BLM
DB00909,C0042514,0.5563,UMLS,BLM
DB06663,C0011168,0.5563,HPO,BLM
DB00396,C0242350,0.5563,HPO,BLM
DB00788,C0019064,0.5563,UMLS,BLM
DB00268,C0426747,0.5563,UMLS,BLM
DB00338,C0239783,0.5563,UMLS,BLM
DB00953,C0019572,0.5563,HPO,BLM
DB01609,C0151786,0.5563,HPO,BLM
DB00242,C0020621,0.5563,HPO,BLM
DB00571,C0149871,0.5563,HPO,BLM
DB01220,C0014457,0.5563,HPO,BLM
DB00215,C1536080,0.5562,UMLS,BLM
DB01250,C0020621,0.5562,HPO,BLM
DB00909,C0003855,0.5562,HPO,BLM
DB06228,C0151699,0.5562,HPO,BLM
DB04854,C0542571,0.5562,HPO,BLM
DB00615,C0005695,0.5562,UMLS,BLM
DB00853,C0019065,0.5562,UMLS,BLM
DB00185,C0029408,0.5562,HPO,BLM
DB00489,C0012569,0.5562,HPO,BLM
DB00630,C0020621,0.5561,HPO,BLM
DB01208,C3665347,0.5561,HPO,BLM
DB01043,C0009492,0.5561,UMLS,BLM
DB00176,C0151705,0.5561,UMLS,BLM
DB01263,C0009938,0.5561,UMLS,BLM
DB00014,C0009938,0.5561,UMLS,BLM
DB00580,C0038454,0.5561,HPO,BLM
DB00560,C0026821,0.5561,UMLS,BLM
DB01254,C0030305,0.5561,HPO,BLM
DB00877,C0041834,0.5561,HPO,BLM
DB00630,C0011570,0.5561,UMLS,GIP
DB09076,C0030193,0.5561,HPO,BLM
DB01267,C0151705,0.5561,UMLS,BLM
DB00932,C0014457,0.556,HPO,BLM
DB01046,C0012569,0.556,HPO,BLM
DB00287,C0029089,0.556,HPO,BLM
DB01609,C0020580,0.556,HPO,BLM
DB01181,C0029927,0.556,HPO,BLM
DB00177,C1956346,0.556,HPO,BLM
DB00431,C0013604,0.5559,HPO,LapRLS
DB06213,C0017160,0.5559,UMLS,BLM
DB01262,C0009492,0.5559,UMLS,BLM
DB00685,C0013428,0.5559,HPO,BLM
DB00130,C0020456,0.5559,HPO,BLM
DB00440,C0020456,0.5559,HPO,BLM
DB01220,C0020456,0.5559,HPO,BLM
DB01220,C0020621,0.5559,HPO,BLM
DB01416,C0030305,0.5558,HPO,BLM
DB01156,C0029927,0.5558,UMLS,BLM
DB00877,C0426747,0.5558,UMLS,BLM
DB01200,C0019064,0.5558,UMLS,BLM
DB00554,C0542571,0.5558,HPO,BLM
DB09462,C0026821,0.5558,HPO,BLM
DB00254,C0043094,0.5558,HPO,BLM
DB00876,C0000731,0.5558,HPO,BLM
DB04485,C0030196,0.5558,HPO,BLM
DB00625,C0030196,0.5558,HPO,BLM
DB06213,C0022346,0.5557,HPO,BLM
DB00273,C0271412,0.5557,UMLS,BLM
DB00224,C3665347,0.5557,HPO,BLM
DB00571,C1565489,0.5557,UMLS,BLM
DB00697,C0019065,0.5557,UMLS,BLM
DB00492,C0042023,0.5557,HPO,BLM
DB06809,C0042023,0.5557,HPO,BLM
DB00806,C0011168,0.5557,HPO,BLM
DB00209,C0042023,0.5556,HPO,BLM
DB01394,C0003864,0.5556,UMLS,BLM
DB00491,C0030312,0.5556,HPO,BLM
DB06213,C0014457,0.5556,HPO,BLM
DB04854,C0013362,0.5556,HPO,BLM
DB01273,C0576995,0.5556,UMLS,BLM
DB00303,C0043094,0.5556,HPO,BLM
DB06202,C0019065,0.5556,UMLS,BLM
DB00997,C0019064,0.5556,UMLS,BLM
DB01177,C0012569,0.5555,HPO,BLM
DB00806,C0030920,0.5555,HPO,BLM
DB06809,C0242350,0.5555,HPO,BLM
DB00478,C0023380,0.5555,HPO,BLM
DB01280,C0006277,0.5555,HPO,BLM
DB00316,C0011606,0.5555,HPO,BLM
DB00853,C0030305,0.5554,HPO,BLM
DB00478,C0085633,0.5554,HPO,BLM
DB01079,C3665347,0.5554,HPO,BLM
DB01149,C0344232,0.5554,HPO,BLM
DB00918,C0001824,0.5554,UMLS,BLM
DB00491,C0013595,0.5554,HPO,BLM
DB00224,C0042023,0.5553,HPO,BLM
DB01177,C0038454,0.5553,HPO,BLM
DB00582,C0006277,0.5553,HPO,BLM
DB00972,C0017675,0.5553,HPO,BLM
DB00224,C0020621,0.5553,HPO,BLM
DB00328,C0542571,0.5553,HPO,BLM
DB00343,C0020580,0.5553,HPO,BLM
DB00419,C0030305,0.5553,HPO,BLM
DB00358,C0019158,0.5553,HPO,BLM
DB01242,C0151699,0.5553,UMLS,BLM
DB01224,C0007177,0.5553,UMLS,BLM
DB00996,C0162119,0.5553,UMLS,BLM
DB00215,C0003855,0.5553,UMLS,BLM
DB00658,C0013428,0.5553,HPO,BLM
DB09101,C0003962,0.5552,HPO,BLM
DB00296,C0001824,0.5552,HPO,BLM
DB01041,C0009492,0.5552,UMLS,BLM
DB00918,C0027651,0.5552,HPO,BLM
DB00633,C0242350,0.5552,HPO,BLM
DB00531,C0151735,0.5552,UMLS,BLM
DB00104,C0032285,0.5552,HPO,BLM
DB00396,C0003123,0.5552,HPO,BLM
DB00492,C0022346,0.5552,HPO,BLM
DB01068,C0011168,0.5552,HPO,BLM
DB01043,C0271412,0.5552,UMLS,BLM
DB01280,C0019079,0.5552,UMLS,BLM
DB04485,C0038454,0.5551,HPO,BLM
DB00370,C0009421,0.5551,UMLS,BLM
DB00238,C0151735,0.5551,UMLS,BLM
DB00268,C1510412,0.5551,UMLS,BLM
DB00316,C0042023,0.5551,HPO,BLM
DB04854,C0038454,0.5551,HPO,BLM
DB00853,C0041657,0.5551,HPO,BLM
DB00956,C0030196,0.5551,HPO,BLM
DB00932,C0001824,0.5551,HPO,BLM
DB00768,C0013144,0.555,HPO,BLM
DB01024,C0001824,0.555,HPO,BLM
DB00811,C0018965,0.555,UMLS,BLM
DB00996,C0007787,0.555,UMLS,BLM
DB06663,C0001824,0.555,HPO,BLM
DB01551,C0020625,0.555,HPO,BLM
DB00758,C0003855,0.555,HPO,BLM
DB00958,C0542571,0.555,HPO,BLM
DB00899,C0019064,0.555,UMLS,BLM
DB00215,C1096188,0.5549,UMLS,BLM
DB00806,C0151786,0.5549,HPO,BLM
DB04855,C0011175,0.5549,HPO,BLM
DB00320,C0020456,0.5549,HPO,BLM
DB08889,C0151735,0.5549,UMLS,BLM
DB00242,C0426747,0.5549,UMLS,BLM
DB01416,C0013428,0.5548,HPO,BLM
DB00859,C0020517,0.5548,UMLS,LapRLS
DB00130,C0012569,0.5548,HPO,BLM
DB00740,C0344232,0.5548,HPO,BLM
DB00997,C0426747,0.5548,UMLS,BLM
DB00762,C0019064,0.5547,UMLS,BLM
DB00820,C0020621,0.5547,HPO,BLM
DB01167,C0009492,0.5547,UMLS,BLM
DB00658,C0017152,0.5547,HPO,BLM
DB01110,C0004134,0.5547,HPO,BLM
DB01241,C0017152,0.5547,HPO,BLM
DB00642,C3665347,0.5547,HPO,BLM
DB00439,C0020456,0.5547,HPO,BLM
DB00198,C0020580,0.5547,HPO,BLM
DB00360,C0030312,0.5547,HPO,BLM
DB00906,C0019065,0.5547,UMLS,BLM
DB00316,C0019158,0.5547,HPO,BLM
DB01220,C0030312,0.5547,HPO,BLM
DB08815,C0151786,0.5547,HPO,BLM
DB00215,C1696110,0.5547,UMLS,BLM
DB00906,C0019064,0.5547,HPO,BLM
DB01195,C0043094,0.5547,HPO,BLM
DB01202,C0020676,0.5547,HPO,BLM
DB00381,C0030312,0.5547,HPO,BLM
DB01039,C0151735,0.5546,UMLS,BLM
DB00422,C0020580,0.5546,HPO,BLM
DB00811,C0024117,0.5546,UMLS,BLM
DB00216,C0042514,0.5546,UMLS,BLM
DB00564,C1268766,0.5546,UMLS,BLM
DB01211,C0006277,0.5546,HPO,BLM
DB00492,C0043094,0.5546,HPO,BLM
DB01320,C0018926,0.5546,HPO,BLM
DB00884,C0032285,0.5546,HPO,BLM
DB01008,C0022346,0.5546,HPO,BLM
DB00762,C0022346,0.5546,HPO,BLM
DB01264,C0151786,0.5546,HPO,BLM
DB01181,C0018802,0.5545,HPO,BLM
DB00976,C0001824,0.5545,HPO,BLM
DB02638,C0151827,0.5545,UMLS,BLM
DB06594,C0338480,0.5545,HPO,GIP
DB00215,C1868809,0.5545,UMLS,BLM
DB00317,C3665347,0.5545,HPO,BLM
DB01149,C0005695,0.5545,UMLS,BLM
DB00491,C0033975,0.5545,HPO,BLM
DB00242,C0042023,0.5545,HPO,BLM
DB00630,C0030305,0.5545,HPO,BLM
DB00181,C0271453,0.5544,UMLS,GIP
DB06213,C0003123,0.5544,HPO,BLM
DB00633,C0019064,0.5544,UMLS,BLM
DB00381,C0011175,0.5544,HPO,BLM
DB00658,C0030312,0.5544,HPO,BLM
DB00478,C0020615,0.5544,HPO,BLM
DB09065,C0030312,0.5544,HPO,BLM
DB09101,C0034150,0.5544,HPO,BLM
DB00338,C0019065,0.5544,UMLS,BLM
DB00278,C0020625,0.5544,HPO,BLM
DB04485,C0151786,0.5544,HPO,BLM
DB09101,C3665386,0.5544,HPO,BLM
DB00906,C0015402,0.5544,HPO,BLM
DB00560,C0001824,0.5544,UMLS,BLM
DB01248,C0009492,0.5544,UMLS,BLM
DB01273,C0019064,0.5543,UMLS,BLM
DB01136,C0019064,0.5543,UMLS,BLM
DB00399,C0032285,0.5543,HPO,BLM
DB00671,C0020621,0.5543,HPO,BLM
DB00261,C0242429,0.5543,UMLS,BLM
DB00501,C0000932,0.5543,UMLS,GIP
DB02638,C0151849,0.5543,UMLS,BLM
DB01367,C0019064,0.5543,UMLS,BLM
DB00836,C0002418,0.5543,HPO,BLM
DB08874,C0542571,0.5543,HPO,BLM
DB00989,C0162119,0.5543,HPO,BLM
DB00806,C0030312,0.5543,HPO,BLM
DB00783,C0036572,0.5543,HPO,BLM
DB01250,C0029408,0.5543,HPO,BLM
DB06213,C0042023,0.5543,HPO,BLM
DB01280,C0015397,0.5543,HPO,BLM
DB01259,C0033975,0.5542,HPO,BLM
DB01104,C0239293,0.5542,UMLS,BLM
DB00246,C0271412,0.5542,UMLS,BLM
DB00422,C1510412,0.5542,UMLS,BLM
DB00519,C0019064,0.5542,UMLS,BLM
DB00572,C0012569,0.5542,HPO,BLM
DB01232,C0020621,0.5542,HPO,BLM
DB01250,C0013384,0.5542,HPO,BLM
DB00580,C0011175,0.5542,HPO,BLM
DB01079,C0026821,0.5542,HPO,BLM
DB09101,C0003864,0.5542,HPO,BLM
DB01129,C0003864,0.5542,HPO,BLM
DB00349,C0041834,0.5542,HPO,BLM
DB01222,C0042023,0.5541,HPO,BLM
DB00307,C0239783,0.5541,UMLS,BLM
DB00268,C0019064,0.5541,UMLS,BLM
DB01177,C0027424,0.5541,UMLS,BLM
DB08860,C0001824,0.5541,HPO,BLM
DB09101,C0038454,0.5541,HPO,BLM
DB00491,C0023380,0.5541,HPO,BLM
DB01030,C0014457,0.5539999999999999,HPO,BLM
DB00962,C0239293,0.5539999999999999,UMLS,BLM
DB01104,C0271412,0.5539999999999999,UMLS,BLM
DB00297,C0026821,0.5539999999999999,HPO,BLM
DB12403,C0085605,0.5539999999999999,HPO,BLM
DB00836,C0424295,0.5539999999999999,HPO,BLM
DB00580,C0034065,0.5539999999999999,HPO,BLM
DB00317,C0006277,0.5539,HPO,BLM
DB00492,C3665386,0.5539,HPO,BLM
DB00419,C0011168,0.5539,HPO,BLM
DB12403,C0030196,0.5539,HPO,BLM
DB00630,C0026848,0.5539,HPO,BLM
