Drug1,Drug2,Prob,Source,Method
DB00715,DB01220,0.3333,CRD,semEP
DB00683,DB01580,0.3333,CRD,semEP
DB00339,DB01096,0.3333,CRD,semEP
DB00247,DB01065,0.3333,CRD,semEP
DB00467,DB06691,0.3333,CRD,semEP
DB06728,DB00182,0.3333,CRD,semEP
DB09231,DB01562,0.3333,CRD,semEP
DB01171,DB09073,0.3333,CRD,semEP
DB04934,DB09076,0.3333,CRD,semEP
DB00704,DB01562,0.3333,CRD,semEP
DB00607,DB06204,0.3333,CRD,semEP
DB01429,DB13878,0.3333,CRD,semEP
DB00983,DB09078,0.3333,CRD,semEP
DB00204,DB00788,0.3333,CRD,semEP
DB01562,DB06174,0.3333,CRD,semEP
DB00795,DB01056,0.3333,CRD,semEP
DB00371,DB01023,0.3333,CRD,semEP
DB05676,DB00195,0.3333,CRD,semEP
DB01176,DB06207,0.3333,CRD,semEP
DB00655,DB01235,0.3333,CRD,semEP
DB09237,DB01069,0.3333,CRD,semEP
DB00371,DB00973,0.3333,CRD,semEP
DB01233,DB00636,0.3333,CRD,semEP
DB00984,DB06689,0.3333,CRD,semEP
DB00574,DB01098,0.3333,CRD,semEP
DB06594,DB00182,0.3333,CRD,semEP
DB08820,DB01580,0.3333,CRD,semEP
DB06264,DB00726,0.3333,CRD,semEP
DB01429,DB01319,0.3333,CRD,semEP
DB01437,DB06652,0.3333,CRD,semEP
DB00476,DB08903,0.3333,CRD,semEP
DB04977,DB06419,0.3333,CRD,semEP
DB00301,DB01060,0.3333,CRD,semEP
DB06267,DB11611,0.3333,CRD,semEP
DB06594,DB00635,0.3333,CRD,semEP
DB01029,DB03128,0.3333,CRD,semEP
DB06717,DB01035,0.3333,CRD,semEP
DB06691,DB00554,0.3333,CRD,semEP
DB09224,DB00273,0.3333,CRD,semEP
DB00476,DB01275,0.3333,CRD,semEP
DB03128,DB00794,0.3333,CRD,semEP
DB01611,DB11995,0.3333,CRD,semEP
DB00795,DB06594,0.3333,CRD,semEP
DB13132,DB11431,0.3333,CRD,semEP
DB06212,DB09076,0.3333,CRD,semEP
DB01275,DB00983,0.3333,CRD,semEP
DB11581,DB00788,0.3333,CRD,semEP
DB06594,DB01256,0.3333,CRD,semEP
DB00393,DB01065,0.3333,CRD,semEP
DB00476,DB11613,0.3333,CRD,semEP
DB00969,DB00264,0.3333,CRD,semEP
DB01029,DB14010,0.3333,CRD,semEP
DB01028,DB06731,0.3333,CRD,semEP
DB11799,DB00598,0.3333,CRD,semEP
DB01562,DB09078,0.3333,CRD,semEP
DB00211,DB00788,0.3333,CRD,semEP
DB00938,DB00182,0.3333,CRD,semEP
DB08896,DB01107,0.3333,CRD,semEP
DB09555,DB11632,0.3333,CRD,semEP
DB06264,DB00528,0.3333,CRD,semEP
DB00365,DB01577,0.3333,CRD,semEP
DB04886,DB00983,0.3333,CRD,semEP
DB01235,DB00938,0.3333,CRD,semEP
DB11967,DB05239,0.3333,CRD,semEP
DB00574,DB03701,0.3333,CRD,semEP
DB00466,DB00957,0.3333,CRD,semEP
DB09083,DB04861,0.3333,CRD,semEP
DB00865,DB01233,0.3333,CRD,semEP
DB01411,DB00934,0.3333,CRD,semEP
DB11799,DB00264,0.3333,CRD,semEP
DB00469,DB00934,0.3333,CRD,semEP
DB00912,DB00211,0.3333,CRD,semEP
DB00339,DB00983,0.3333,CRD,semEP
DB00469,DB01235,0.3333,CRD,semEP
DB00371,DB00270,0.3333,CRD,semEP
DB01580,DB09083,0.3333,CRD,semEP
DB01437,DB06738,0.3333,CRD,semEP
DB14185,DB00788,0.3333,CRD,semEP
DB00485,DB01060,0.3333,CRD,semEP
DB08846,DB04855,0.3333,CRD,semEP
DB00608,DB11611,0.3333,CRD,semEP
DB00204,DB01472,0.3333,CRD,semEP
DB00813,DB01096,0.3333,CRD,semEP
DB09078,DB06691,0.3333,CRD,semEP
DB01117,DB00545,0.3333,CRD,semEP
DB06732,DB00683,0.3333,CRD,semEP
DB09143,DB00934,0.3333,CRD,semEP
DB00984,DB00773,0.3333,CRD,semEP
DB00476,DB00869,0.3333,CRD,semEP
DB00248,DB01065,0.3333,CRD,semEP
DB08882,DB11611,0.3333,CRD,semEP
DB01056,DB09076,0.3333,CRD,semEP
DB00804,DB01054,0.3333,CRD,semEP
DB00754,DB01023,0.3333,CRD,semEP
DB01274,DB00938,0.3333,CRD,semEP
DB01580,DB01319,0.3333,CRD,semEP
DB00574,DB00912,0.3333,CRD,semEP
DB00247,DB00574,0.3333,CRD,semEP
DB01183,DB04861,0.3333,CRD,semEP
DB06217,DB01094,0.3333,CRD,semEP
DB01035,DB06652,0.3333,CRD,semEP
DB00170,DB06204,0.3333,CRD,semEP
DB00191,DB00938,0.3333,CRD,semEP
DB01431,DB01437,0.3333,CRD,semEP
DB06264,DB00588,0.3333,CRD,semEP
DB01183,DB01233,0.3333,CRD,semEP
DB01274,DB06772,0.3333,CRD,semEP
DB01264,DB01235,0.3333,CRD,semEP
DB01036,DB01056,0.3333,CRD,semEP
DB06264,DB08868,0.3333,CRD,semEP
DB00523,DB01320,0.3333,CRD,semEP
DB01191,DB12001,0.3333,CRD,semEP
DB09296,DB00574,0.3333,CRD,semEP
DB06217,DB12010,0.3333,CRD,semEP
DB00567,DB00788,0.3333,CRD,semEP
DB01072,DB01429,0.3333,CRD,semEP
DB01241,DB06731,0.3333,CRD,semEP
DB06738,DB01107,0.3333,CRD,semEP
DB06717,DB04861,0.3333,CRD,semEP
DB01259,DB06691,0.3333,CRD,semEP
DB00754,DB00865,0.3333,CRD,semEP
DB00574,DB08896,0.3333,CRD,semEP
DB00607,DB01035,0.3333,CRD,semEP
DB05219,DB00361,0.3333,CRD,semEP
DB00912,DB00598,0.3333,CRD,semEP
DB01246,DB06264,0.3333,CRD,semEP
DB08827,DB00598,0.3333,CRD,semEP
DB08827,DB06204,0.3333,CRD,semEP
DB11737,DB00590,0.3333,CRD,semEP
DB08804,DB06730,0.3333,CRD,semEP
DB00795,DB00788,0.3333,CRD,semEP
DB01264,DB01191,0.3333,CRD,semEP
DB01577,DB00938,0.3333,CRD,semEP
DB06712,DB01437,0.3333,CRD,semEP
DB06717,DB00572,0.3333,CRD,semEP
DB06212,DB03128,0.3333,CRD,semEP
DB01429,DB00912,0.3333,CRD,semEP
DB00264,DB01064,0.3333,CRD,semEP
DB06717,DB00983,0.3333,CRD,semEP
DB00476,DB00545,0.3333,CRD,semEP
DB12001,DB01233,0.3333,CRD,semEP
DB01611,DB01319,0.3333,CRD,semEP
DB01176,DB00912,0.3333,CRD,semEP
DB00805,DB13919,0.3333,CRD,semEP
DB11574,DB11632,0.3333,CRD,semEP
DB06708,DB06264,0.3333,CRD,semEP
DB08910,DB06204,0.3333,CRD,semEP
DB01611,DB00749,0.3333,CRD,semEP
DB00795,DB00545,0.3333,CRD,semEP
DB00655,DB03128,0.3333,CRD,semEP
DB06264,DB01186,0.3333,CRD,semEP
DB06594,DB00912,0.3333,CRD,semEP
DB01176,DB08910,0.3333,CRD,semEP
DB00539,DB06419,0.3333,CRD,semEP
DB00541,DB00983,0.3333,CRD,semEP
DB06819,DB00780,0.3333,CRD,semEP
DB09229,DB01069,0.3333,CRD,semEP
DB11901,DB00934,0.3333,CRD,semEP
DB00520,DB00983,0.3333,CRD,semEP
DB00285,DB01056,0.3333,CRD,semEP
DB06268,DB01235,0.3333,CRD,semEP
DB01418,DB06800,0.3333,CRD,semEP
DB00537,DB01562,0.3333,CRD,semEP
DB00523,DB09237,0.3333,CRD,semEP
DB00574,DB00813,0.3333,CRD,semEP
DB00195,DB00938,0.3333,CRD,semEP
DB09083,DB00983,0.3333,CRD,semEP
DB00572,DB06652,0.3333,CRD,semEP
DB09224,DB06209,0.3333,CRD,semEP
DB01096,DB01283,0.3333,CRD,semEP
DB03128,DB00696,0.3333,CRD,semEP
DB06731,DB00636,0.3333,CRD,semEP
DB09143,DB00476,0.3333,CRD,semEP
DB00572,DB06287,0.3333,CRD,semEP
DB09224,DB08910,0.3333,CRD,semEP
DB06800,DB00323,0.3333,CRD,semEP
DB05676,DB00476,0.3333,CRD,semEP
DB00574,DB00865,0.3333,CRD,semEP
DB01137,DB01235,0.3333,CRD,semEP
DB11581,DB00590,0.3333,CRD,semEP
DB06594,DB01472,0.3333,CRD,semEP
DB09076,DB08910,0.3333,CRD,semEP
DB00367,DB00804,0.3333,CRD,semEP
DB00934,DB01198,0.3333,CRD,semEP
DB00523,DB09232,0.3333,CRD,semEP
DB06212,DB01577,0.3333,CRD,semEP
DB06717,DB00574,0.3333,CRD,semEP
DB01429,DB00978,0.3333,CRD,semEP
DB08815,DB01107,0.3333,CRD,semEP
DB00243,DB01094,0.3333,CRD,semEP
DB05219,DB01235,0.3333,CRD,semEP
DB14010,DB00820,0.3333,CRD,semEP
DB11799,DB04861,0.3333,CRD,semEP
DB11274,DB00264,0.3333,CRD,semEP
DB00211,DB09082,0.3333,CRD,semEP
DB01349,DB01235,0.3333,CRD,semEP
DB05219,DB00497,0.3333,CRD,semEP
DB00704,DB00715,0.3333,CRD,semEP
DB00795,DB00523,0.3333,CRD,semEP
DB01259,DB01233,0.3333,CRD,semEP
DB11943,DB01580,0.3333,CRD,semEP
DB00520,DB04861,0.3333,CRD,semEP
DB06217,DB11274,0.3333,CRD,semEP
DB01429,DB00248,0.3333,CRD,semEP
DB00204,DB00182,0.3333,CRD,semEP
DB06684,DB00323,0.3333,CRD,semEP
DB04886,DB00788,0.3333,CRD,semEP
DB13879,DB01235,0.3333,CRD,semEP
DB00820,DB00323,0.3333,CRD,semEP
DB09296,DB09065,0.3333,CRD,semEP
DB00541,DB00934,0.3333,CRD,semEP
DB09078,DB01233,0.3333,CRD,semEP
DB00914,DB00780,0.3333,CRD,semEP
DB01426,DB01213,0.3333,CRD,semEP
DB00368,DB00852,0.3333,CRD,semEP
DB08896,DB01056,0.3333,CRD,semEP
DB01191,DB09083,0.3333,CRD,semEP
DB01233,DB06772,0.3333,CRD,semEP
DB06616,DB00476,0.3333,CRD,semEP
DB09297,DB03128,0.3333,CRD,semEP
DB00805,DB00545,0.3333,CRD,semEP
DB00243,DB01176,0.3333,CRD,semEP
DB00285,DB00523,0.3333,CRD,semEP
DB06712,DB01562,0.3333,CRD,semEP
DB00371,DB00938,0.3333,CRD,semEP
DB00243,DB01056,0.3333,CRD,semEP
DB06217,DB00206,0.3333,CRD,semEP
DB00655,DB01107,0.3333,CRD,semEP
DB00537,DB01235,0.3333,CRD,semEP
DB00912,DB01235,0.3333,CRD,semEP
DB09297,DB06691,0.3333,CRD,semEP
DB00983,DB06717,0.3333,CRD,semEP
DB00668,DB00598,0.3333,CRD,semEP
DB01171,DB09236,0.3333,CRD,semEP
DB01117,DB01275,0.3333,CRD,semEP
DB06732,DB09289,0.3333,CRD,semEP
DB04725,DB00332,0.3333,CRD,semEP
DB01577,DB01105,0.3333,CRD,semEP
DB01562,DB06209,0.3333,CRD,semEP
DB09236,DB01580,0.3333,CRD,semEP
DB01429,DB00973,0.3333,CRD,semEP
DB11611,DB01587,0.3333,CRD,semEP
DB01137,DB01577,0.3333,CRD,semEP
DB00572,DB00393,0.3333,CRD,semEP
DB01333,DB00598,0.3333,CRD,semEP
DB00655,DB01577,0.3333,CRD,semEP
DB01248,DB00523,0.3333,CRD,semEP
DB06210,DB01437,0.3333,CRD,semEP
DB00204,DB00195,0.3333,CRD,semEP
DB00582,DB01562,0.3333,CRD,semEP
DB00541,DB01069,0.3333,CRD,semEP
DB09076,DB04977,0.3333,CRD,semEP
DB00813,DB01191,0.3333,CRD,semEP
DB09143,DB06691,0.3333,CRD,semEP
DB09143,DB00191,0.3333,CRD,semEP
DB01192,DB00323,0.3333,CRD,semEP
DB00943,DB09256,0.3333,CRD,semEP
DB01431,DB06689,0.3333,CRD,semEP
DB09235,DB00191,0.3333,CRD,semEP
DB01301,DB00191,0.3333,CRD,semEP
DB06155,DB00934,0.3333,CRD,semEP
DB01171,DB09083,0.3333,CRD,semEP
DB06691,DB00788,0.3333,CRD,semEP
DB01117,DB01431,0.3333,CRD,semEP
DB00754,DB09232,0.3333,CRD,semEP
DB09224,DB00831,0.3333,CRD,semEP
DB01170,DB00572,0.3333,CRD,semEP
DB00254,DB01580,0.3333,CRD,semEP
DB04725,DB00371,0.3333,CRD,semEP
DB01259,DB00191,0.3333,CRD,semEP
DB00270,DB01065,0.3333,CRD,semEP
DB01035,DB05239,0.3333,CRD,semEP
DB00574,DB09231,0.3333,CRD,semEP
DB06264,DB11915,0.3333,CRD,semEP
DB09078,DB00598,0.3333,CRD,semEP
DB04977,DB01235,0.3333,CRD,semEP
DB06691,DB08930,0.3333,CRD,semEP
DB00934,DB01320,0.3333,CRD,semEP
DB11641,DB01274,0.3333,CRD,semEP
DB03128,DB06413,0.3333,CRD,semEP
DB06731,DB06204,0.3333,CRD,semEP
DB00656,DB01056,0.3333,CRD,semEP
DB00612,DB05219,0.3333,CRD,semEP
DB01369,DB01235,0.3333,CRD,semEP
DB11943,DB00598,0.3333,CRD,semEP
DB08896,DB09224,0.3333,CRD,semEP
DB01216,DB01107,0.3333,CRD,semEP
DB11611,DB01105,0.3333,CRD,semEP
DB05229,DB00636,0.3333,CRD,semEP
DB09229,DB00788,0.3333,CRD,semEP
DB00206,DB11613,0.3333,CRD,semEP
DB00371,DB00309,0.3333,CRD,semEP
DB06594,DB01321,0.3333,CRD,semEP
DB06727,DB04977,0.3333,CRD,semEP
DB00668,DB04840,0.3333,CRD,semEP
DB01191,DB00938,0.3333,CRD,semEP
DB00476,DB00683,0.3333,CRD,semEP
DB00820,DB06691,0.3333,CRD,semEP
DB08827,DB03128,0.3333,CRD,semEP
DB01349,DB06691,0.3333,CRD,semEP
DB00371,DB09555,0.3333,CRD,semEP
DB09223,DB09224,0.3333,CRD,semEP
DB09232,DB01233,0.3333,CRD,semEP
DB01200,DB09224,0.3333,CRD,semEP
DB00795,DB00264,0.3333,CRD,semEP
DB12026,DB00983,0.3333,CRD,semEP
DB04817,DB01056,0.3333,CRD,semEP
DB00195,DB11712,0.3333,CRD,semEP
DB01094,DB01107,0.3333,CRD,semEP
DB06264,DB09083,0.3333,CRD,semEP
DB01233,DB01411,0.3333,CRD,semEP
DB01056,DB11633,0.3333,CRD,semEP
DB01764,DB01577,0.3333,CRD,semEP
DB00426,DB03756,0.3333,CRD,semEP
DB01577,DB11611,0.3333,CRD,semEP
DB00572,DB01054,0.3333,CRD,semEP
DB09078,DB01064,0.3333,CRD,semEP
DB06731,DB00195,0.3333,CRD,semEP
DB06217,DB00668,0.3333,CRD,semEP
DB01074,DB06731,0.3333,CRD,semEP
DB01194,DB06204,0.3333,CRD,semEP
DB01029,DB01233,0.3333,CRD,semEP
DB11691,DB00598,0.3333,CRD,semEP
DB01244,DB01054,0.3333,CRD,semEP
DB01244,DB00973,0.3333,CRD,semEP
DB00570,DB11611,0.3333,CRD,semEP
DB00523,DB06207,0.3333,CRD,semEP
DB04930,DB00523,0.3333,CRD,semEP
DB00773,DB05246,0.3333,CRD,semEP
DB01060,DB06700,0.3333,CRD,semEP
DB06212,DB01562,0.3333,CRD,semEP
DB00912,DB00264,0.3333,CRD,semEP
DB00762,DB00323,0.3333,CRD,semEP
DB03701,DB01235,0.3333,CRD,semEP
DB00541,DB00323,0.3333,CRD,semEP
DB01320,DB01235,0.3333,CRD,semEP
DB06731,DB08868,0.3333,CRD,semEP
DB00865,DB01562,0.3333,CRD,semEP
DB01562,DB09082,0.3333,CRD,semEP
DB01176,DB00973,0.3333,CRD,semEP
DB00912,DB06691,0.3333,CRD,semEP
DB01562,DB06738,0.3333,CRD,semEP
DB09224,DB06207,0.3333,CRD,semEP
DB09224,DB01194,0.3333,CRD,semEP
DB06594,DB09076,0.3333,CRD,semEP
DB00195,DB11574,0.3333,CRD,semEP
DB00371,DB00320,0.3333,CRD,semEP
DB01580,DB00973,0.3333,CRD,semEP
DB06727,DB00773,0.3333,CRD,semEP
DB06728,DB00738,0.3333,CRD,semEP
DB01431,DB01213,0.3333,CRD,semEP
DB01176,DB06282,0.3333,CRD,semEP
DB00182,DB00788,0.3333,CRD,semEP
DB01117,DB08909,0.3333,CRD,semEP
DB00402,DB00934,0.3333,CRD,semEP
DB00520,DB01274,0.3333,CRD,semEP
DB00572,DB01220,0.3333,CRD,semEP
DB00989,DB06594,0.3333,CRD,semEP
DB09223,DB06691,0.3333,CRD,semEP
DB06738,DB01235,0.3333,CRD,semEP
DB00805,DB01229,0.3333,CRD,semEP
DB01577,DB00694,0.3333,CRD,semEP
DB01035,DB06717,0.3333,CRD,semEP
DB00648,DB06819,0.3333,CRD,semEP
DB06506,DB00278,0.3333,CRD,semEP
DB00255,DB01193,0.3333,CRD,semEP
DB00136,DB00162,0.3333,CRD,semEP
DB05239,DB00598,0.3333,CRD,semEP
DB01369,DB00572,0.3333,CRD,semEP
DB01559,DB00788,0.3333,CRD,semEP
DB06264,DB06287,0.3333,CRD,semEP
DB09076,DB00973,0.3333,CRD,semEP
DB09236,DB01283,0.3333,CRD,semEP
DB06217,DB01764,0.3333,CRD,semEP
DB05246,DB01115,0.3333,CRD,semEP
DB01263,DB06204,0.3333,CRD,semEP
DB00248,DB09224,0.3333,CRD,semEP
DB06708,DB06728,0.3333,CRD,semEP
DB00754,DB04868,0.3333,CRD,semEP
DB05676,DB06264,0.3333,CRD,semEP
DB04725,DB08909,0.3333,CRD,semEP
DB00598,DB00938,0.3333,CRD,semEP
DB09082,DB00983,0.3333,CRD,semEP
DB00567,DB01060,0.3333,CRD,semEP
DB00788,DB06700,0.3333,CRD,semEP
DB01201,DB00572,0.3333,CRD,semEP
DB08910,DB01107,0.3333,CRD,semEP
DB06689,DB01065,0.3333,CRD,semEP
DB00754,DB08860,0.3333,CRD,semEP
DB00273,DB01107,0.3333,CRD,semEP
DB00523,DB00814,0.3333,CRD,semEP
DB06268,DB01562,0.3333,CRD,semEP
DB08930,DB04861,0.3333,CRD,semEP
DB00704,DB00598,0.3333,CRD,semEP
DB01171,DB00248,0.3333,CRD,semEP
DB00759,DB01580,0.3333,CRD,semEP
DB01094,DB01235,0.3333,CRD,semEP
DB06819,DB01105,0.3333,CRD,semEP
DB00615,DB04861,0.3333,CRD,semEP
DB08906,DB01107,0.3333,CRD,semEP
DB01176,DB03701,0.3333,CRD,semEP
DB01562,DB06700,0.3333,CRD,semEP
DB01562,DB00270,0.3333,CRD,semEP
DB01580,DB06207,0.3333,CRD,semEP
DB01244,DB06685,0.3333,CRD,semEP
DB06708,DB01056,0.3333,CRD,semEP
DB00476,DB06174,0.3333,CRD,semEP
DB00865,DB00397,0.3333,CRD,semEP
DB00476,DB00353,0.3333,CRD,semEP
DB06210,DB00726,0.3333,CRD,semEP
DB00264,DB06700,0.3333,CRD,semEP
DB01611,DB01254,0.3333,CRD,semEP
DB00182,DB03701,0.3333,CRD,semEP
DB01056,DB01410,0.3333,CRD,semEP
DB01562,DB01320,0.3333,CRD,semEP
DB00845,DB01283,0.3333,CRD,semEP
DB00987,DB09256,0.3333,CRD,semEP
DB01429,DB01253,0.3333,CRD,semEP
DB01096,DB00545,0.3333,CRD,semEP
DB00715,DB09235,0.3333,CRD,semEP
DB11274,DB09076,0.3333,CRD,semEP
DB00559,DB01107,0.3333,CRD,semEP
DB06689,DB00977,0.3333,CRD,semEP
DB01562,DB05229,0.3333,CRD,semEP
DB00567,DB06594,0.3333,CRD,semEP
DB04911,DB00788,0.3333,CRD,semEP
DB00795,DB00255,0.3333,CRD,semEP
DB01035,DB01174,0.3333,CRD,semEP
DB13878,DB06204,0.3333,CRD,semEP
DB11799,DB01274,0.3333,CRD,semEP
DB01171,DB08827,0.3333,CRD,semEP
DB00943,DB01213,0.3333,CRD,semEP
DB04844,DB06738,0.3333,CRD,semEP
DB01611,DB11967,0.3333,CRD,semEP
DB00603,DB00804,0.3333,CRD,semEP
DB00966,DB01069,0.3333,CRD,semEP
DB00570,DB05219,0.3333,CRD,semEP
DB09229,DB00598,0.3333,CRD,semEP
DB00476,DB09101,0.3333,CRD,semEP
DB09224,DB01065,0.3333,CRD,semEP
DB06264,DB06684,0.3333,CRD,semEP
DB09073,DB11632,0.3333,CRD,semEP
DB06717,DB09076,0.3333,CRD,semEP
DB09143,DB01233,0.3333,CRD,semEP
DB01611,DB00549,0.3333,CRD,semEP
DB09076,DB13878,0.3333,CRD,semEP
DB09076,DB01056,0.3333,CRD,semEP
DB11799,DB00195,0.3333,CRD,semEP
DB01611,DB05239,0.3333,CRD,semEP
DB01176,DB00433,0.3333,CRD,semEP
DB00426,DB06689,0.3333,CRD,semEP
DB00754,DB00401,0.3333,CRD,semEP
DB00211,DB00938,0.3333,CRD,semEP
DB06732,DB06684,0.3333,CRD,semEP
DB00852,DB00938,0.3333,CRD,semEP
DB00388,DB00938,0.3333,CRD,semEP
DB00523,DB00582,0.3333,CRD,semEP
DB00805,DB09236,0.3333,CRD,semEP
DB00371,DB00318,0.3333,CRD,semEP
DB09296,DB09555,0.3333,CRD,semEP
DB09237,DB01065,0.3333,CRD,semEP
DB04911,DB09076,0.3333,CRD,semEP
DB08865,DB00788,0.3333,CRD,semEP
DB01233,DB00549,0.3333,CRD,semEP
DB00412,DB00545,0.3333,CRD,semEP
DB09224,DB09231,0.3333,CRD,semEP
DB00804,DB01083,0.3333,CRD,semEP
DB09230,DB09076,0.3333,CRD,semEP
DB00328,DB01577,0.3333,CRD,semEP
DB06506,DB06268,0.3333,CRD,semEP
DB01176,DB01233,0.3333,CRD,semEP
DB01611,DB06616,0.3333,CRD,semEP
DB09224,DB09232,0.3333,CRD,semEP
DB00523,DB00957,0.3333,CRD,semEP
DB00805,DB00978,0.3333,CRD,semEP
DB04725,DB01127,0.3333,CRD,semEP
DB01127,DB11611,0.3333,CRD,semEP
DB01206,DB00749,0.3333,CRD,semEP
DB08820,DB00598,0.3333,CRD,semEP
DB00559,DB00598,0.3333,CRD,semEP
DB00715,DB01301,0.3333,CRD,semEP
DB01054,DB01562,0.3333,CRD,semEP
DB14010,DB11274,0.3333,CRD,semEP
DB01333,DB00805,0.3333,CRD,semEP
DB06204,DB05239,0.3333,CRD,semEP
DB08893,DB00788,0.3333,CRD,semEP
DB00523,DB01319,0.3333,CRD,semEP
DB00795,DB06264,0.3333,CRD,semEP
DB03128,DB00397,0.3333,CRD,semEP
DB04930,DB00191,0.3333,CRD,semEP
DB11828,DB01065,0.3333,CRD,semEP
DB06717,DB06204,0.3333,CRD,semEP
DB01030,DB09076,0.3333,CRD,semEP
DB01426,DB00773,0.3333,CRD,semEP
DB00572,DB01229,0.3333,CRD,semEP
DB01035,DB01320,0.3333,CRD,semEP
DB00520,DB00264,0.3333,CRD,semEP
DB01437,DB00783,0.3333,CRD,semEP
DB06727,DB01319,0.3333,CRD,semEP
DB01562,DB01319,0.3333,CRD,semEP
DB06605,DB03128,0.3333,CRD,semEP
DB00912,DB01069,0.3333,CRD,semEP
DB00574,DB00938,0.3333,CRD,semEP
DB00539,DB00264,0.3333,CRD,semEP
DB01127,DB00487,0.3333,CRD,semEP
DB06264,DB00344,0.3333,CRD,semEP
DB06217,DB09231,0.3333,CRD,semEP
